document,type,word,count
Letter to Abu Basir,LOCATION,Iraq,2.0
Letter to Abu Basir,LOCATION,Libya,2.0
Letter to Abu Basir,LOCATION,Morocco,2.0
Letter to Abu Basir,LOCATION,Al-Anbar,1.0
Letter to Abu Basir,LOCATION,Algeria,1.0
Letter to Abu Basir,LOCATION,Arab,1.0
Letter to Abu Basir,LOCATION,Eastern,1.0
Letter to Abu Basir,LOCATION,Europe,1.0
Letter to Abu Basir,LOCATION,Gulf,1.0
Letter to Abu Basir,LOCATION,Peninsula,1.0
Letter to Abu Basir,LOCATION,Qandahar,1.0
Letter to Abu Basir,LOCATION,SaudiArabia,1.0
Letter to Abu Basir,LOCATION,Shabwah,1.0
Letter to Abu Basir,LOCATION,Syria,1.0
Letter to Abu Basir,LOCATION,West,1.0
Letter to Abu Basir,ORGANIZATION,Islamic,20.0
Letter to Abu Basir,ORGANIZATION,Americans,17.0
Letter to Abu Basir,ORGANIZATION,Muslims,12.0
Letter to Abu Basir,ORGANIZATION,State,10.0
Letter to Abu Basir,ORGANIZATION,Al-Qaida,6.0
Letter to Abu Basir,ORGANIZATION,Ummah,6.0
Letter to Abu Basir,ORGANIZATION,Iraqis,4.0
Letter to Abu Basir,ORGANIZATION,NATO,3.0
Letter to Abu Basir,ORGANIZATION,Yemenis,3.0
Letter to Abu Basir,ORGANIZATION,Al-Jazeera,2.0
Letter to Abu Basir,ORGANIZATION,Hamas,2.0
Letter to Abu Basir,ORGANIZATION,British,1.0
Letter to Abu Basir,ORGANIZATION,Islam,1.0
Letter to Abu Basir,ORGANIZATION,Jews,1.0
Letter to Abu Basir,ORGANIZATION,Resistance,1.0
Letter to Abu Basir,ORGANIZATION,Russians,1.0
Letter to Abu Basir,ORGANIZATION,Salafists,1.0
Letter to Abu Basir,ORGANIZATION,Taliban,1.0
Letter to Abu Basir,PERSON,God,19.0
Letter to Abu Basir,PERSON,Muhammad,6.0
Letter to Abu Basir,PERSON,Faris,2.0
Letter to Abu Basir,PERSON,Umar,2.0
Letter to Abu Basir,PERSON,Abu-Basir,1.0
Letter to Abu Basir,PERSON,Al,1.0
Letter to Abu Basir,PERSON,Almighty,1.0
Letter to Abu Basir,PERSON,Saddam,1.0
Letter to Abu Basir,PERSON,Shaykh,1.0
Letter to Abu Khalid,PERSON,God,4.0
Letter to Abu Khalid,PERSON,Amir,2.0
Letter to Abu Khalid,PERSON,Abu-Abdallah,1.0
Letter to Abu Khalid,PERSON,Abu-Khalid,1.0
Letter to Abu Khalid,PERSON,Allah,1.0
Letter to Abu Khalid,PERSON,Muhammad,1.0
Letter to Abu Khalid,PERSON,Prophet,1.0
Letter to Abu Nawaf,LOCATION,Iran,6.0
Letter to Abu Nawaf,LOCATION,Iraq,6.0
Letter to Abu Nawaf,LOCATION,Pakistan,3.0
Letter to Abu Nawaf,LOCATION,Afghanistan,2.0
Letter to Abu Nawaf,LOCATION,America,2.0
Letter to Abu Nawaf,LOCATION,Lebanon,2.0
Letter to Abu Nawaf,LOCATION,Waziristan,2.0
Letter to Abu Nawaf,LOCATION,Baghdad,1.0
Letter to Abu Nawaf,LOCATION,Gulf,1.0
Letter to Abu Nawaf,LOCATION,Jeddah,1.0
Letter to Abu Nawaf,LOCATION,Kuwait,1.0
Letter to Abu Nawaf,LOCATION,Medina,1.0
Letter to Abu Nawaf,LOCATION,Syria,1.0
Letter to Abu Nawaf,LOCATION,Tehran,1.0
Letter to Abu Nawaf,LOCATION,Turkey,1.0
Letter to Abu Nawaf,LOCATION,Yemen,1.0
Letter to Abu Nawaf,ORGANIZATION,Sunnis,7.0
Letter to Abu Nawaf,ORGANIZATION,Muslims,4.0
Letter to Abu Nawaf,ORGANIZATION,Islam,2.0
Letter to Abu Nawaf,ORGANIZATION,Mujahidin,2.0
Letter to Abu Nawaf,ORGANIZATION,Jews,1.0
Letter to Abu Nawaf,ORGANIZATION,Persians,1.0
Letter to Abu Nawaf,PERSON,Allah,17.0
Letter to Abu Nawaf,PERSON,Saddam,5.0
Letter to Abu Nawaf,PERSON,Fatimah,2.0
Letter to Abu Nawaf,PERSON,Hamzah,2.0
Letter to Abu Nawaf,PERSON,Hassan,2.0
Letter to Abu Nawaf,PERSON,Muhammad,2.0
Letter to Abu Nawaf,PERSON,Abdullah,1.0
Letter to Abu Nawaf,PERSON,Aisha,1.0
Letter to Abu Nawaf,PERSON,Al-Sadr,1.0
Letter to Abu Nawaf,PERSON,Al-Safar,1.0
Letter to Abu Nawaf,PERSON,Fatima,1.0
Letter to Abu Nawaf,PERSON,Hamid,1.0
Letter to Abu Nawaf,PERSON,Ibn-Saba,1.0
Letter to Abu Nawaf,PERSON,Khalid,1.0
Letter to Abu Nawaf,PERSON,Muqtada,1.0
Letter to Abu Nawaf,PERSON,Nasrallah,1.0
Letter to Abu Nawaf,PERSON,Salih,1.0
Letter to Abu Nawaf,PERSON,Uncle,1.0
Letter to Abu Nawaf,PERSON,Uthman,1.0
Letter to Abu Salah,LOCATION,Medina,1.0
Letter to Abu Salah,ORGANIZATION,Muhajirin,1.0
Letter to Abu Salah,PERSON,God,28.0
Letter to Abu Salah,PERSON,Almighty,3.0
Letter to Abu Salah,PERSON,Ahmad,1.0
Letter to Abu Salah,PERSON,Ibn-Kathir,1.0
Letter to Karim,LOCATION,Iran,5.0
Letter to Karim,LOCATION,Turkey,2.0
Letter to Karim,LOCATION,Lebanon,1.0
Letter to Karim,ORGANIZATION,Jews,1.0
Letter to Karim,PERSON,God,12.0
Letter to Karim,PERSON,Hajji,1.0
Letter to Karim,PERSON,Harun,1.0
Letter to Karim,PERSON,Karim,1.0
Letter to Karim,PERSON,Muhammad,1.0
Letter to Karim,PERSON,Yazid,1.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,God,7.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Al-Khayr,2.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Abd-al-Aziz,1.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Abu-Hafs,1.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Almighty,1.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Mawlawi,1.0
Letter to Mawlawi 'Abd-al-'Aziz,PERSON,Tawfiq,1.0
Letter to Occupying Countries,LOCATION,Afghanistan,3.0
Letter to Occupying Countries,LOCATION,Palestine,3.0
Letter to Occupying Countries,LOCATION,America,2.0
Letter to Occupying Countries,LOCATION,Iraq,2.0
Letter to Occupying Countries,LOCATION,Arab,1.0
Letter to Occupying Countries,LOCATION,Chechnya,1.0
Letter to Occupying Countries,LOCATION,Europe,1.0
Letter to Occupying Countries,LOCATION,Lebanon,1.0
Letter to Occupying Countries,LOCATION,Peninsula,1.0
Letter to Occupying Countries,LOCATION,Sabra,1.0
Letter to Occupying Countries,ORGANIZATION,House,2.0
Letter to Occupying Countries,ORGANIZATION,Muslims,2.0
Letter to Occupying Countries,ORGANIZATION,White,2.0
Letter to Occupying Countries,ORGANIZATION,Al-Qaida,1.0
Letter to Occupying Countries,ORGANIZATION,French,1.0
Letter to Occupying Countries,ORGANIZATION,Jews,1.0
Letter to Occupying Countries,ORGANIZATION,Russians,1.0
Letter to Occupying Countries,ORGANIZATION,Zionists,1.0
Letter to Occupying Countries,PERSON,Bush,2.0
Letter to Occupying Countries,PERSON,God,2.0
Letter to Occupying Countries,PERSON,Jihadisttsts,2.0
Letter to Occupying Countries,PERSON,Ahmad,1.0
Letter to Occupying Countries,PERSON,Al-Shaykh,1.0
Letter to Occupying Countries,PERSON,Shatila,1.0
Letter to Professor Mustafa Hamid,LOCATION,America,18.0
Letter to Professor Mustafa Hamid,LOCATION,Afghanistan,16.0
Letter to Professor Mustafa Hamid,LOCATION,Islamic,15.0
Letter to Professor Mustafa Hamid,LOCATION,Qandahar,9.0
Letter to Professor Mustafa Hamid,LOCATION,Kabul,4.0
Letter to Professor Mustafa Hamid,LOCATION,Africa,3.0
Letter to Professor Mustafa Hamid,LOCATION,Pakistan,3.0
Letter to Professor Mustafa Hamid,LOCATION,Bosnia,2.0
Letter to Professor Mustafa Hamid,LOCATION,Chechnya,2.0
Letter to Professor Mustafa Hamid,LOCATION,Iran,2.0
Letter to Professor Mustafa Hamid,LOCATION,Republic,2.0
Letter to Professor Mustafa Hamid,LOCATION,Aden,1.0
Letter to Professor Mustafa Hamid,LOCATION,Alliance,1.0
Letter to Professor Mustafa Hamid,LOCATION,East,1.0
Letter to Professor Mustafa Hamid,LOCATION,Europe,1.0
Letter to Professor Mustafa Hamid,LOCATION,Hindu,1.0
Letter to Professor Mustafa Hamid,LOCATION,Iraq,1.0
Letter to Professor Mustafa Hamid,LOCATION,Jalalabad,1.0
Letter to Professor Mustafa Hamid,LOCATION,Kashmir,1.0
Letter to Professor Mustafa Hamid,LOCATION,Kush,1.0
Letter to Professor Mustafa Hamid,LOCATION,Lebanon,1.0
Letter to Professor Mustafa Hamid,LOCATION,Mashhad,1.0
Letter to Professor Mustafa Hamid,LOCATION,Northern,1.0
Letter to Professor Mustafa Hamid,LOCATION,Palestine,1.0
Letter to Professor Mustafa Hamid,LOCATION,Somalisa,1.0
Letter to Professor Mustafa Hamid,LOCATION,Sudan,1.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Americans,38.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Al-Qaida,37.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Taliban,20.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Mujahidin,12.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Uzbeks,8.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Muslims,5.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Russians,5.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Pakistanis,3.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Tajik,3.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Africans,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Al-Jazeera,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Israelis,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Pentagon,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Salafists,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Sunnis,2.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Afghanis,1.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Brotherhood,1.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Hamas,1.0
Letter to Professor Mustafa Hamid,ORGANIZATION,Hanafis,1.0
Letter to Professor Mustafa Hamid,ORGANIZATION,World,1.0
Letter to Professor Mustafa Hamid,PERSON,Shaykh,30.0
Letter to Professor Mustafa Hamid,PERSON,Bin-Ladin,22.0
Letter to Professor Mustafa Hamid,PERSON,God,21.0
Letter to Professor Mustafa Hamid,PERSON,Usama,19.0
Letter to Professor Mustafa Hamid,PERSON,Mullah,12.0
Letter to Professor Mustafa Hamid,PERSON,Omar,9.0
Letter to Professor Mustafa Hamid,PERSON,Muhammad,8.0
Letter to Professor Mustafa Hamid,PERSON,Tahir,6.0
Letter to Professor Mustafa Hamid,PERSON,Jewsish,3.0
Letter to Professor Mustafa Hamid,PERSON,Abu-al-Walid,2.0
Letter to Professor Mustafa Hamid,PERSON,Hamid,2.0
Letter to Professor Mustafa Hamid,PERSON,Mustafa,2.0
Letter to Professor Mustafa Hamid,PERSON,Ahmad,1.0
Letter to Professor Mustafa Hamid,PERSON,Ahmadi-Nejad,1.0
Letter to Professor Mustafa Hamid,PERSON,Al-Makki,1.0
Letter to Professor Mustafa Hamid,PERSON,Almighty,1.0
Letter to Professor Mustafa Hamid,PERSON,August,1.0
Letter to Professor Mustafa Hamid,PERSON,Hasan,1.0
Letter to Professor Mustafa Hamid,PERSON,Hussein,1.0
Letter to Professor Mustafa Hamid,PERSON,Rabbani,1.0
Letter to Professor Mustafa Hamid,PERSON,Ramadan,1.0
Letter to Professor Mustafa Hamid,PERSON,Saddam,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Iran,8.0
Letter to Shaykh Abu Muhammad,LOCATION,America,3.0
Letter to Shaykh Abu Muhammad,LOCATION,India,3.0
Letter to Shaykh Abu Muhammad,LOCATION,Pakistan,3.0
Letter to Shaykh Abu Muhammad,LOCATION,Sudan,2.0
Letter to Shaykh Abu Muhammad,LOCATION,Afghanistan,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Arabian,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Bora,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Egypt,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Guantanamo,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Gulf,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Karbala,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Khartoum,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Najaf,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Peninsula,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Qatar,1.0
Letter to Shaykh Abu Muhammad,LOCATION,Tora,1.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Mujahidin,7.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Muslims,5.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Americans,3.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Sunnis,3.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Al-Qaida,2.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Islam,2.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Pakistanis,2.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Al-Habib,1.0
Letter to Shaykh Abu Muhammad,ORGANIZATION,Israelis,1.0
Letter to Shaykh Abu Muhammad,PERSON,(,38.0
Letter to Shaykh Abu Muhammad,PERSON,God,25.0
Letter to Shaykh Abu Muhammad,PERSON,Shaykh,10.0
Letter to Shaykh Abu Muhammad,PERSON,Sa'ad,8.0
Letter to Shaykh Abu Muhammad,PERSON,Muhammad,7.0
Letter to Shaykh Abu Muhammad,PERSON,Hajj,4.0
Letter to Shaykh Abu Muhammad,PERSON,Al-Islam,3.0
Letter to Shaykh Abu Muhammad,PERSON,Allah,3.0
Letter to Shaykh Abu Muhammad,PERSON,Uthman,3.0
Letter to Shaykh Abu Muhammad,PERSON,Fadl,2.0
Letter to Shaykh Abu Muhammad,PERSON,Abdallah,1.0
Letter to Shaykh Abu Muhammad,PERSON,Abu-Ghayth,1.0
Letter to Shaykh Abu Muhammad,PERSON,Abu-Hafas,1.0
Letter to Shaykh Abu Muhammad,PERSON,Abu-Muhammad,1.0
Letter to Shaykh Abu Muhammad,PERSON,Al-Mullah,1.0
Letter to Shaykh Abu Muhammad,PERSON,Al-Sadat,1.0
Letter to Shaykh Abu Muhammad,PERSON,Al-Sadr,1.0
Letter to Shaykh Abu Muhammad,PERSON,Almighty,1.0
Letter to Shaykh Abu Muhammad,PERSON,Hasan,1.0
Letter to Shaykh Abu Muhammad,PERSON,Jasim,1.0
Letter to Shaykh Abu Muhammad,PERSON,Karam,1.0
Letter to Shaykh Abu Muhammad,PERSON,Khalid,1.0
Letter to Shaykh Abu Muhammad,PERSON,Khan,1.0
Letter to Shaykh Abu Muhammad,PERSON,Muqtada,1.0
Letter to Shaykh Abu Muhammad,PERSON,Nasrallah,1.0
Letter to Shaykh Abu Muhammad,PERSON,Prophet,1.0
Letter to Shaykh Abu Muhammad,PERSON,Sulayman,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Iraq,46.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,America,43.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Riyadh,25.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Palestine,21.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Afghanistan,14.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Lebanon,11.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Yemen,11.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Egypt,9.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Gulf,5.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Jordan,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Mecca,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Sudan,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,West,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Aden,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Amman,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Cairo,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Chechnya,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Kashmir,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Libya,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Pakistan,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Baghdad,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Europe,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Khartoum,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Kuwait,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Maghreb,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Medina,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Soviet,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Al-Aqsa,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Andalusia,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Arabian,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Bab,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Bosnia,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,India,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Iran,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Karbala,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,London,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Mosque,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Najaf,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,New,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Peninsula,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Republic,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Romanss,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Sanaa,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,SaudiArabia,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,States,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Union,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,Waziristan,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,World,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,LOCATION,York,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Muslims,113.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Mujahidin,28.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Jews,20.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Ulema,18.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Americans,15.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Iraqis,6.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,NATO,6.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Zionists,6.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Yemenis,5.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Hamas,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,UN,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,House,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Ministry,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Persians,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Russians,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,White,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Caliphate,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Christians,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Europeans,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Fatah,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Forces,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Iman,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Lebanese,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Pakistanis,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Parliament,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,State,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,ORGANIZATION,Sunnis,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Allah,156.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,God,104.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Almighty,34.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Shaykh,21.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,bin,16.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Muhammad,14.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Nasrallah,11.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Hassan,10.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Hakim,7.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Hussein,7.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abdallah,5.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abd-al-Aziz,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ahmad,4.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abi,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abu-Al-Layth,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ali,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Baghdadi,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Bush,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Had,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ibn-Al-Qayim,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Sururi,3.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abraham,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Nawawi,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Sistani,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Bani,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Hijaz,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ibn-Kathir,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Let,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Mufti,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Mujahid,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Omar,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Saddam,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Satan,2.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abbas,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abu-Bakr,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abu-Humam,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Abu-Muhammad,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Adam,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ahmed,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Baqra,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Hadith,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Hafiz,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Hijaz,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Qaradawi,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Saud,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Shaykh,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-Tawbah,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Al-and,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Bin-Ibrahim,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Cherisher,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Husni,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Ibn-Majah,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Karim,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Malik,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Mubarak,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Quraysh,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Qutb,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Rabbani,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Safar,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Saleh,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Salih,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Sayaf,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Sharon,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Uthman,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,Yazid,1.0
Letter to Shaykh Abu Muhammad 17 August 2007,PERSON,abbreviated,1.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,LOCATION,Iraq,1.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Al-Jihad,2.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Committee,2.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Qa'ida,2.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Afghanis,1.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Ansar,1.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Iraqis,1.0
Letter to Shaykh Abu-‘Abdallah al-Shafi’i,ORGANIZATION,Islam,1.0
